chapter,md_file,slide_id,slide_title,need_image,image_priority,image_role,image_type,concept_keywords_zh,concept_keywords_en,search_query_zh,search_query_en,preferred_source_type,avoid_source_type,license_requirement,suggested_caption_zh,insertion_position,layout_hint,reason,existing_image_detected,notes
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,79,4.5.2 K-means 聚类,yes,medium,算法流程,flowchart,监督学习；回归；分类；聚类；模型训练；模型评估；特征工程；交叉验证；过拟合；欠拟合；随机森林；机器学习 材料性能预测,SVM; KNN; machine learning materials property prediction workflow,机器学习流程 特征工程 模型训练 评估 示意图 4.5.2 K-means 聚类,machine learning workflow feature engineering model training evaluation diagram machine learning materials property prediction workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,4.5.2 K-means 聚类的教学示意图,bottom,底部横向流程图,本页涉及机器学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：聚类。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,80,4.5.3 K-means 使用注意,yes,medium,模拟结果,simulation,相场；相图；分子动力学；有限元；高通量；材料数据库；材料基因；机器学习 材料性能预测,CALPHAD; Materials Project; phase-field; phase diagram; DFT; machine learning materials property prediction workflow,材料信息学 CALPHAD 相图 高通量材料设计 4.5.3 K-means 使用注意,materials informatics CALPHAD phase diagram high-throughput materials design machine learning materials property prediction workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,4.5.3 K-means 使用注意的教学示意图,right,右侧 40% 宽度,本页涉及材料应用相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：相图。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,81,4.5.4 K-means 代码示例,yes,medium,算法流程,flowchart,监督学习；回归；分类；聚类；模型训练；模型评估；特征工程；交叉验证；过拟合；欠拟合；随机森林；机器学习 材料性能预测,SVM; KNN; machine learning materials property prediction workflow,机器学习流程 特征工程 模型训练 评估 示意图 4.5.4 K-means 代码示例,machine learning workflow feature engineering model training evaluation diagram machine learning materials property prediction workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,4.5.4 K-means 代码示例的教学示意图,bottom,底部横向流程图,本页涉及机器学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：聚类。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,82,4.5.5 主成分分析 PCA,no,none,,,,,,,,,,,none,不建议插图,本页文字信息已能支撑讲解，或页面内容较密，插图可能降低可读性。,no,
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,83,4.5.6 PCA 的材料解释,yes,low,概念示意,schematic,4.5.6 PCA 的材料解释；机器学习 材料性能预测,machine learning materials property prediction workflow; concept diagram,机器学习 材料性能预测 4.5.6 PCA 的材料解释 教学示意图,machine learning materials property prediction workflow 4.5.6 PCA 的材料解释 concept diagram open educational resource,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,4.5.6 PCA 的材料解释的教学示意图,right,右侧 35% 宽度,本页包含较抽象的框架、流程或应用关系，可用简洁示意图辅助讲解。,no,低优先级，建议人工审核是否确有必要。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,84,4.5.7 PCA 代码示例,yes,medium,数据流程,flowchart,数据采集；数据清洗；数据预处理；缺失值；异常值；数据标准化；数据流；机器学习 材料性能预测,Pandas; NumPy; CSV; machine learning materials property prediction workflow,Python Pandas 数据预处理 数据清洗 流程图 4.5.7 PCA 代码示例,Python pandas data preprocessing workflow missing values feature scaling diagram machine learning materials property prediction workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,4.5.7 PCA 代码示例的教学示意图,bottom,底部横向流程图,本页涉及数据流程相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：Pandas。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,85,4.5.8 降维与可视化,no,none,,,,,,,,,,,none,不建议插图,本页文字信息已能支撑讲解，或页面内容较密，插图可能降低可读性。,no,
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,86,4.5.9 关联规则,yes,low,概念示意,schematic,4.5.9 关联规则；机器学习 材料性能预测,machine learning materials property prediction workflow; concept diagram,机器学习 材料性能预测 4.5.9 关联规则 教学示意图,machine learning materials property prediction workflow 4.5.9 关联规则 concept diagram open educational resource,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,4.5.9 关联规则的教学示意图,right,右侧 35% 宽度,本页包含较抽象的框架、流程或应用关系，可用简洁示意图辅助讲解。,no,低优先级，建议人工审核是否确有必要。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,87,4.5.10 关联规则材料案例,yes,low,概念示意,schematic,4.5.10 关联规则材料案例；机器学习 材料性能预测,machine learning materials property prediction workflow; concept diagram,机器学习 材料性能预测 4.5.10 关联规则材料案例 教学示意图,machine learning materials property prediction workflow 4.5.10 关联规则材料案例 concept diagram open educational resource,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,4.5.10 关联规则材料案例的教学示意图,right,右侧 35% 宽度,本页包含较抽象的框架、流程或应用关系，可用简洁示意图辅助讲解。,no,低优先级，建议人工审核是否确有必要。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,88,4.5.11 无监督学习的常见风险,yes,high,算法流程,flowchart,监督学习；回归；分类；聚类；模型训练；模型评估；特征工程；交叉验证；过拟合；欠拟合；随机森林；机器学习 材料性能预测,SVM; KNN; machine learning materials property prediction workflow,机器学习流程 特征工程 模型训练 评估 示意图 4.5.11 无监督学习的常见风险,machine learning workflow feature engineering model training evaluation diagram machine learning materials property prediction workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,4.5.11 无监督学习的常见风险的教学示意图,bottom,底部横向流程图,本页涉及机器学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：监督学习；聚类。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,89,4.5.12 本节小结,no,none,,,,,,,,,,,none,不建议插图,封面、目录、过渡或总结类页面通常以文字结构为主，避免装饰性配图。,no,可人工判断是否需要主题图。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,90,4.6 模型评估：误差、泛化、交叉验证 △★,yes,high,算法流程,flowchart,监督学习；回归；分类；聚类；模型训练；模型评估；特征工程；交叉验证；过拟合；欠拟合；随机森林；机器学习 材料性能预测,SVM; KNN; machine learning materials property prediction workflow,机器学习流程 特征工程 模型训练 评估 示意图 4.6 模型评估：误差、泛化、交叉验证 △★,machine learning workflow feature engineering model training evaluation diagram machine learning materials property prediction workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,4.6 模型评估：误差、泛化、交叉验证 △★的教学示意图,bottom,底部横向流程图,本页涉及机器学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：回归；分类；聚类；模型评估；交叉验证。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,91,4.6.1 为什么评估比建模更重要,yes,low,概念示意,schematic,4.6.1 为什么评估比建模更重要；机器学习 材料性能预测,machine learning materials property prediction workflow; concept diagram,机器学习 材料性能预测 4.6.1 为什么评估比建模更重要 教学示意图,machine learning materials property prediction workflow 4.6.1 为什么评估比建模更重要 concept diagram open educational resource,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,4.6.1 为什么评估比建模更重要的教学示意图,right,右侧 35% 宽度,本页包含较抽象的框架、流程或应用关系，可用简洁示意图辅助讲解。,no,低优先级，建议人工审核是否确有必要。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,92,4.6.2 回归评估指标：MAE,yes,medium,算法流程,flowchart,监督学习；回归；分类；聚类；模型训练；模型评估；特征工程；交叉验证；过拟合；欠拟合；随机森林；机器学习 材料性能预测,SVM; KNN; machine learning materials property prediction workflow,机器学习流程 特征工程 模型训练 评估 示意图 4.6.2 回归评估指标：MAE,machine learning workflow feature engineering model training evaluation diagram machine learning materials property prediction workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,4.6.2 回归评估指标：MAE的教学示意图,bottom,底部横向流程图,本页涉及机器学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：回归。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,93,4.6.3 回归评估指标：RMSE,yes,medium,算法流程,flowchart,监督学习；回归；分类；聚类；模型训练；模型评估；特征工程；交叉验证；过拟合；欠拟合；随机森林；机器学习 材料性能预测,SVM; KNN; machine learning materials property prediction workflow,机器学习流程 特征工程 模型训练 评估 示意图 4.6.3 回归评估指标：RMSE,machine learning workflow feature engineering model training evaluation diagram machine learning materials property prediction workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,4.6.3 回归评估指标：RMSE的教学示意图,bottom,底部横向流程图,本页涉及机器学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：回归。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,94,4.6.4 回归评估指标：$R^2$,yes,medium,算法流程,flowchart,监督学习；回归；分类；聚类；模型训练；模型评估；特征工程；交叉验证；过拟合；欠拟合；随机森林；机器学习 材料性能预测,SVM; KNN; machine learning materials property prediction workflow,机器学习流程 特征工程 模型训练 评估 示意图 4.6.4 回归评估指标：$R^2$,machine learning workflow feature engineering model training evaluation diagram machine learning materials property prediction workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,4.6.4 回归评估指标：$R^2$的教学示意图,bottom,底部横向流程图,本页涉及机器学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：回归。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,95,4.6.5 分类评估指标回顾,yes,medium,算法流程,flowchart,监督学习；回归；分类；聚类；模型训练；模型评估；特征工程；交叉验证；过拟合；欠拟合；随机森林；机器学习 材料性能预测,SVM; KNN; machine learning materials property prediction workflow,机器学习流程 特征工程 模型训练 评估 示意图 4.6.5 分类评估指标回顾,machine learning workflow feature engineering model training evaluation diagram machine learning materials property prediction workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,4.6.5 分类评估指标回顾的教学示意图,bottom,底部横向流程图,本页涉及机器学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：分类。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,96,4.6.6 留出法评估,yes,medium,算法流程,flowchart,监督学习；回归；分类；聚类；模型训练；模型评估；特征工程；交叉验证；过拟合；欠拟合；随机森林；机器学习 材料性能预测,SVM; KNN; machine learning materials property prediction workflow,机器学习流程 特征工程 模型训练 评估 示意图 4.6.6 留出法评估,machine learning workflow feature engineering model training evaluation diagram machine learning materials property prediction workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,4.6.6 留出法评估的教学示意图,bottom,底部横向流程图,本页涉及机器学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：交叉验证。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,97,4.6.7 K 折交叉验证,yes,medium,算法流程,flowchart,监督学习；回归；分类；聚类；模型训练；模型评估；特征工程；交叉验证；过拟合；欠拟合；随机森林；机器学习 材料性能预测,SVM; KNN; machine learning materials property prediction workflow,机器学习流程 特征工程 模型训练 评估 示意图 4.6.7 K 折交叉验证,machine learning workflow feature engineering model training evaluation diagram machine learning materials property prediction workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,4.6.7 K 折交叉验证的教学示意图,bottom,底部横向流程图,本页涉及机器学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：交叉验证。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,98,4.6.8 交叉验证代码示例,yes,medium,材料组织,microscopy,显微组织；晶粒；组织识别；金相；机器学习 材料性能预测,microstructure; SEM; EBSD; machine learning materials property prediction workflow,材料显微组织识别 图像 4.6.8 交叉验证代码示例,materials microstructure recognition microscopy image machine learning materials property prediction workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,4.6.8 交叉验证代码示例的教学示意图,right,右侧 40% 宽度,本页涉及材料组织相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：SEM。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,99,4.6.9 交叉验证中的材料数据分组,yes,medium,算法流程,flowchart,监督学习；回归；分类；聚类；模型训练；模型评估；特征工程；交叉验证；过拟合；欠拟合；随机森林；机器学习 材料性能预测,SVM; KNN; machine learning materials property prediction workflow,机器学习流程 特征工程 模型训练 评估 示意图 4.6.9 交叉验证中的材料数据分组,machine learning workflow feature engineering model training evaluation diagram machine learning materials property prediction workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,4.6.9 交叉验证中的材料数据分组的教学示意图,bottom,底部横向流程图,本页涉及机器学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：交叉验证。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,100,4.6.10 超参数调优,yes,high,算法流程,flowchart,监督学习；回归；分类；聚类；模型训练；模型评估；特征工程；交叉验证；过拟合；欠拟合；随机森林；机器学习 材料性能预测,SVM; KNN; machine learning materials property prediction workflow,机器学习流程 特征工程 模型训练 评估 示意图 4.6.10 超参数调优,machine learning workflow feature engineering model training evaluation diagram machine learning materials property prediction workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,4.6.10 超参数调优的教学示意图,bottom,底部横向流程图,本页涉及机器学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：回归；交叉验证；随机森林；SVM。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,101,4.6.11 网格搜索示例,yes,medium,材料组织,microscopy,显微组织；晶粒；组织识别；金相；机器学习 材料性能预测,microstructure; SEM; EBSD; machine learning materials property prediction workflow,材料显微组织识别 图像 4.6.11 网格搜索示例,materials microstructure recognition microscopy image machine learning materials property prediction workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,4.6.11 网格搜索示例的教学示意图,right,右侧 40% 宽度,本页涉及材料组织相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：SEM。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,102,4.6.12 学习曲线,yes,high,算法流程,flowchart,监督学习；回归；分类；聚类；模型训练；模型评估；特征工程；交叉验证；过拟合；欠拟合；随机森林；机器学习 材料性能预测,SVM; KNN; machine learning materials property prediction workflow,机器学习流程 特征工程 模型训练 评估 示意图 4.6.12 学习曲线,machine learning workflow feature engineering model training evaluation diagram machine learning materials property prediction workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,4.6.12 学习曲线的教学示意图,bottom,底部横向流程图,本页涉及机器学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：过拟合；欠拟合。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,103,4.6.13 残差分析,yes,low,概念示意,schematic,4.6.13 残差分析；机器学习 材料性能预测,machine learning materials property prediction workflow; concept diagram,机器学习 材料性能预测 4.6.13 残差分析 教学示意图,machine learning materials property prediction workflow 4.6.13 残差分析 concept diagram open educational resource,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,4.6.13 残差分析的教学示意图,right,右侧 35% 宽度,本页包含较抽象的框架、流程或应用关系，可用简洁示意图辅助讲解。,no,低优先级，建议人工审核是否确有必要。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,104,4.6.14 模型外推风险,yes,medium,算法流程,flowchart,主动学习；贝叶斯优化；采集函数；不确定性；代理；闭环；优化循环；机器学习 材料性能预测,AI Agent; machine learning materials property prediction workflow,贝叶斯优化 主动学习 闭环 AI Agent 流程图 4.6.14 模型外推风险,Bayesian optimization active learning loop acquisition function AI agent workflow machine learning materials property prediction workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,4.6.14 模型外推风险的教学示意图,bottom,底部横向流程图,本页涉及主动学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：不确定性。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,105,4.6.15 预测区间与不确定性,yes,medium,算法流程,flowchart,主动学习；贝叶斯优化；采集函数；不确定性；代理；闭环；优化循环；机器学习 材料性能预测,AI Agent; machine learning materials property prediction workflow,贝叶斯优化 主动学习 闭环 AI Agent 流程图 4.6.15 预测区间与不确定性,Bayesian optimization active learning loop acquisition function AI agent workflow machine learning materials property prediction workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,4.6.15 预测区间与不确定性的教学示意图,bottom,底部横向流程图,本页涉及主动学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：不确定性。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,106,4.6.16 可靠评估报告模板,yes,high,算法流程,flowchart,监督学习；回归；分类；聚类；模型训练；模型评估；特征工程；交叉验证；过拟合；欠拟合；随机森林；机器学习 材料性能预测,SVM; KNN; machine learning materials property prediction workflow,机器学习流程 特征工程 模型训练 评估 示意图 4.6.16 可靠评估报告模板,machine learning workflow feature engineering model training evaluation diagram machine learning materials property prediction workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,4.6.16 可靠评估报告模板的教学示意图,bottom,底部横向流程图,本页涉及机器学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：回归；分类；交叉验证。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,107,4.6.17 常见不规范表述,yes,high,算法流程,flowchart,监督学习；回归；分类；聚类；模型训练；模型评估；特征工程；交叉验证；过拟合；欠拟合；随机森林；机器学习 材料性能预测,SVM; KNN; machine learning materials property prediction workflow,机器学习流程 特征工程 模型训练 评估 示意图 4.6.17 常见不规范表述,machine learning workflow feature engineering model training evaluation diagram machine learning materials property prediction workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,4.6.17 常见不规范表述的教学示意图,bottom,底部横向流程图,本页涉及机器学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：交叉验证；随机森林。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,108,4.6.18 本节小结,no,none,,,,,,,,,,,none,不建议插图,封面、目录、过渡或总结类页面通常以文字结构为主，避免装饰性配图。,no,可人工判断是否需要主题图。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,109,4.7 材料性能预测案例,yes,medium,算法流程,flowchart,监督学习；回归；分类；聚类；模型训练；模型评估；特征工程；交叉验证；过拟合；欠拟合；随机森林；机器学习 材料性能预测,SVM; KNN; machine learning materials property prediction workflow,机器学习流程 特征工程 模型训练 评估 示意图 4.7 材料性能预测案例,machine learning workflow feature engineering model training evaluation diagram machine learning materials property prediction workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,4.7 材料性能预测案例的教学示意图,bottom,底部横向流程图,本页涉及机器学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：模型评估。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,110,4.7.1 案例一：强度预测,yes,medium,材料组织,microscopy,显微组织；晶粒；组织识别；金相；机器学习 材料性能预测,microstructure; SEM; EBSD; machine learning materials property prediction workflow,材料显微组织识别 图像 4.7.1 案例一：强度预测,materials microstructure recognition microscopy image machine learning materials property prediction workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,4.7.1 案例一：强度预测的教学示意图,right,右侧 40% 宽度,本页涉及材料组织相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：晶粒。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,111,4.7.2 强度预测的特征选择,yes,medium,材料组织,microscopy,显微组织；晶粒；组织识别；金相；机器学习 材料性能预测,microstructure; SEM; EBSD; machine learning materials property prediction workflow,材料显微组织识别 图像 4.7.2 强度预测的特征选择,materials microstructure recognition microscopy image machine learning materials property prediction workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,4.7.2 强度预测的特征选择的教学示意图,right,右侧 40% 宽度,本页涉及材料组织相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：晶粒。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,112,4.7.3 强度预测代码骨架,yes,medium,安全合规案例,schematic,隐私；数据安全；公平性；可解释；鲁棒性；联邦学习；差分隐私；合规；伦理；水印；攻击；机器学习 材料性能预测,可信AI; machine learning materials property prediction workflow,可信AI 数据安全 隐私 公平性 可解释性 示意图 4.7.3 强度预测代码骨架,trustworthy AI framework data privacy fairness explainability robustness diagram machine learning materials property prediction workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,4.7.3 强度预测代码骨架的教学示意图,right,右侧 40% 宽度,本页涉及安全合规案例相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：可解释。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,113,4.7.4 案例二：硬度预测,yes,medium,材料组织,microscopy,显微组织；晶粒；组织识别；金相；机器学习 材料性能预测,microstructure; SEM; EBSD; machine learning materials property prediction workflow,材料显微组织识别 图像 4.7.4 案例二：硬度预测,materials microstructure recognition microscopy image machine learning materials property prediction workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,4.7.4 案例二：硬度预测的教学示意图,right,右侧 40% 宽度,本页涉及材料组织相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：晶粒。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,114,4.7.5 硬度预测的单位与条件,yes,low,概念示意,schematic,4.7.5 硬度预测的单位与条件；机器学习 材料性能预测,machine learning materials property prediction workflow; concept diagram,机器学习 材料性能预测 4.7.5 硬度预测的单位与条件 教学示意图,machine learning materials property prediction workflow 4.7.5 硬度预测的单位与条件 concept diagram open educational resource,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,4.7.5 硬度预测的单位与条件的教学示意图,right,右侧 35% 宽度,本页包含较抽象的框架、流程或应用关系，可用简洁示意图辅助讲解。,no,低优先级，建议人工审核是否确有必要。
ch04,第4章_机器学习与材料性能预测_100页_Marp.md,115,4.7.6 案例三：相组成预测,yes,medium,算法流程,flowchart,监督学习；回归；分类；聚类；模型训练；模型评估；特征工程；交叉验证；过拟合；欠拟合；随机森林；机器学习 材料性能预测,SVM; KNN; machine learning materials property prediction workflow,机器学习流程 特征工程 模型训练 评估 示意图 4.7.6 案例三：相组成预测,machine learning workflow feature engineering model training evaluation diagram machine learning materials property prediction workflow,official documentation; open educational resource; open access paper; Wikimedia Commons; university course material; government/lab source,AI-generated image; stock photo; watermark image; commercial copyrighted slide; low-resolution blog image,prefer CC BY/CC BY-SA/public domain/official reusable image; record attribution,4.7.6 案例三：相组成预测的教学示意图,bottom,底部横向流程图,本页涉及机器学习相关概念，配图有助于把抽象关系转化为可视化教学对象。,no,关键词命中：回归。
