chapter,md_file,slide_id,slide_title,need_image,candidate_rank,download_status,local_path,relative_path,file_name,file_ext,file_size_bytes,width_px,height_px,sha256,source_page_url,direct_image_url,source_title,source_author,source_license,attribution_text,search_query_used,image_role,image_type,caption_zh,layout_hint,duplicate_of,quality_notes
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,18,反向传播：自动计算梯度,yes,1,not_found,,,,,,,,,,,,,,,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture | 神经网络 Transformer 注意力机制 CNN 架构图 反向传播：自动计算梯度 | CNN RNN Transformer embedding deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,反向传播：自动计算梯度的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,19,深度学习训练流程,yes,1,not_found,,,,,,,,,,,,,,,machine learning workflow feature engineering model training evaluation diagram deep learning microstructure recognition CNN architecture | 机器学习流程 特征工程 模型训练 评估 示意图 深度学习训练流程 | SVM KNN deep learning microstructure recognition CNN architecture diagram,算法流程,flowchart,深度学习训练流程的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,20,过拟合：训练好不等于泛化好,yes,1,not_found,,,,,,,,,,,,,,,machine learning workflow feature engineering model training evaluation diagram deep learning microstructure recognition CNN architecture | 机器学习流程 特征工程 模型训练 评估 示意图 过拟合：训练好不等于泛化好 | SVM KNN deep learning microstructure recognition CNN architecture diagram,算法流程,flowchart,过拟合：训练好不等于泛化好的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,21,常用正则化方法,yes,1,not_found,,,,,,,,,,,,,,,deep learning microstructure recognition CNN architecture 常用正则化方法 concept diagram open educational resource | 深度学习 多模态AI 显微组织识别 常用正则化方法 教学示意图 | deep learning microstructure recognition CNN architecture concept diagram diagram,概念示意,schematic,常用正则化方法的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,22,深度学习框架的基本分工,yes,1,not_found,,,,,,,,,,,,,,,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture | 神经网络 Transformer 注意力机制 CNN 架构图 深度学习框架的基本分工 | CNN RNN Transformer embedding deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,深度学习框架的基本分工的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,23,Python示例：张量形状的意义,yes,1,not_found,,,,,,,,,,,,,,,materials microstructure recognition microscopy image deep learning microstructure recognition CNN architecture | 材料显微组织识别 图像 Python示例：张量形状的意义 | microstructure SEM EBSD deep learning microstructure recognition CNN architecture diagram,材料组织,microscopy,Python示例：张量形状的意义的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,25,5.2 卷积神经网络与图像识别 △,yes,1,not_found,,,,,,,,,,,,,,,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture | 神经网络 Transformer 注意力机制 CNN 架构图 5.2 卷积神经网络与图像识别 △ | CNN RNN Transformer embedding deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,5.2 卷积神经网络与图像识别 △的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,26,5.2 的学习任务,yes,1,not_found,,,,,,,,,,,,,,,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture | 神经网络 Transformer 注意力机制 CNN 架构图 5.2 的学习任务 | CNN RNN Transformer embedding deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,5.2 的学习任务的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,28,显微组织图像的特殊性,yes,1,not_found,,,,,,,,,,,,,,,materials microstructure recognition microscopy image deep learning microstructure recognition CNN architecture | 材料显微组织识别 图像 显微组织图像的特殊性 | microstructure SEM EBSD deep learning microstructure recognition CNN architecture diagram,材料组织,microscopy,显微组织图像的特殊性的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,29,卷积操作的直观含义,yes,1,not_found,,,,,,,,,,,,,,,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture | 神经网络 Transformer 注意力机制 CNN 架构图 卷积操作的直观含义 | CNN RNN Transformer embedding deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,卷积操作的直观含义的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,30,二维卷积公式,yes,1,not_found,,,,,,,,,,,,,,,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture | 神经网络 Transformer 注意力机制 CNN 架构图 二维卷积公式 | CNN RNN Transformer embedding deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,二维卷积公式的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,31,卷积层的三个重要超参数,yes,1,not_found,,,,,,,,,,,,,,,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture | 神经网络 Transformer 注意力机制 CNN 架构图 卷积层的三个重要超参数 | CNN RNN Transformer embedding deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,卷积层的三个重要超参数的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,32,池化层：降低分辨率与增强鲁棒性,yes,1,not_found,,,,,,,,,,,,,,,trustworthy AI framework data privacy fairness explainability robustness diagram deep learning microstructure recognition CNN architecture | 可信AI 数据安全 隐私 公平性 可解释性 示意图 池化层：降低分辨率与增强鲁棒性 | 可信AI deep learning microstructure recognition CNN architecture diagram,安全合规案例,schematic,池化层：降低分辨率与增强鲁棒性的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,33,CNN 的典型结构,yes,1,not_found,,,,,,,,,,,,,,,machine learning workflow feature engineering model training evaluation diagram deep learning microstructure recognition CNN architecture | 机器学习流程 特征工程 模型训练 评估 示意图 CNN 的典型结构 | SVM KNN deep learning microstructure recognition CNN architecture diagram,算法流程,flowchart,CNN 的典型结构的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,34,特征图的材料含义,yes,1,not_found,,,,,,,,,,,,,,,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture | 神经网络 Transformer 注意力机制 CNN 架构图 特征图的材料含义 | CNN RNN Transformer embedding deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,特征图的材料含义的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,35,数据增强：让模型看到合理变化,yes,1,not_found,,,,,,,,,,,,,,,deep learning microstructure recognition CNN architecture 数据增强：让模型看到合理变化 concept diagram open educational resource | 深度学习 多模态AI 显微组织识别 数据增强：让模型看到合理变化 教学示意图 | deep learning microstructure recognition CNN architecture concept diagram diagram,概念示意,schematic,数据增强：让模型看到合理变化的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,36,迁移学习：小样本场景的重要策略,yes,1,not_found,,,,,,,,,,,,,,,machine learning workflow feature engineering model training evaluation diagram deep learning microstructure recognition CNN architecture | 机器学习流程 特征工程 模型训练 评估 示意图 迁移学习：小样本场景的重要策略 | SVM KNN deep learning microstructure recognition CNN architecture diagram,算法流程,flowchart,迁移学习：小样本场景的重要策略的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,37,常见 CNN 架构简表,yes,1,not_found,,,,,,,,,,,,,,,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture | 神经网络 Transformer 注意力机制 CNN 架构图 常见 CNN 架构简表 | CNN RNN Transformer embedding deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,常见 CNN 架构简表的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,38,残差连接的思想,yes,1,not_found,,,,,,,,,,,,,,,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture | 神经网络 Transformer 注意力机制 CNN 架构图 残差连接的思想 | CNN RNN Transformer embedding deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,残差连接的思想的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,39,显微组织图像分类任务示例,yes,1,not_found,,,,,,,,,,,,,,,materials microstructure recognition microscopy image deep learning microstructure recognition CNN architecture | 材料显微组织识别 图像 显微组织图像分类任务示例 | microstructure SEM EBSD deep learning microstructure recognition CNN architecture diagram,材料组织,microscopy,显微组织图像分类任务示例的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,40,图像分类评价指标,yes,1,not_found,,,,,,,,,,,,,,,machine learning workflow feature engineering model training evaluation diagram deep learning microstructure recognition CNN architecture | 机器学习流程 特征工程 模型训练 评估 示意图 图像分类评价指标 | SVM KNN deep learning microstructure recognition CNN architecture diagram,算法流程,flowchart,图像分类评价指标的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,41,混淆矩阵：看清模型错在哪里,yes,1,not_found,,,,,,,,,,,,,,,deep learning microstructure recognition CNN architecture 混淆矩阵：看清模型错在哪里 concept diagram open educational resource | 深度学习 多模态AI 显微组织识别 混淆矩阵：看清模型错在哪里 教学示意图 | deep learning microstructure recognition CNN architecture concept diagram diagram,概念示意,schematic,混淆矩阵：看清模型错在哪里的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,42,Python示例：图像标准化,yes,1,not_found,,,,,,,,,,,,,,,machine learning workflow feature engineering model training evaluation diagram deep learning microstructure recognition CNN architecture | 机器学习流程 特征工程 模型训练 评估 示意图 Python示例：图像标准化 | SVM KNN deep learning microstructure recognition CNN architecture diagram,算法流程,flowchart,Python示例：图像标准化的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,43,PyTorch伪代码：一个极简 CNN,yes,1,not_found,,,,,,,,,,,,,,,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture | 神经网络 Transformer 注意力机制 CNN 架构图 PyTorch伪代码：一个极简 CNN | CNN RNN Transformer embedding deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,PyTorch伪代码：一个极简 CNN的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,44,CNN在材料图像中的常见误用,yes,1,not_found,,,,,,,,,,,,,,,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture | 神经网络 Transformer 注意力机制 CNN 架构图 CNN在材料图像中的常见误用 | CNN RNN Transformer embedding deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,CNN在材料图像中的常见误用的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,46,5.3 循环神经网络、Transformer 与序列数据,yes,1,not_found,,,,,,,,,,,,,,,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture | 神经网络 Transformer 注意力机制 CNN 架构图 5.3 循环神经网络、Transformer 与序列数据 | CNN RNN Transformer embedding deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,5.3 循环神经网络、Transformer 与序列数据的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,47,5.3 的学习任务,yes,1,not_found,,,,,,,,,,,,,,,deep learning microstructure recognition CNN architecture 5.3 的学习任务 concept diagram open educational resource | 深度学习 多模态AI 显微组织识别 5.3 的学习任务 教学示意图 | deep learning microstructure recognition CNN architecture concept diagram diagram,概念示意,schematic,5.3 的学习任务的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,49,RNN 的基本思想,yes,1,not_found,,,,,,,,,,,,,,,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture | 神经网络 Transformer 注意力机制 CNN 架构图 RNN 的基本思想 | CNN RNN Transformer embedding deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,RNN 的基本思想的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,50,LSTM 与 GRU：缓解长期依赖问题,yes,1,not_found,,,,,,,,,,,,,,,deep learning microstructure recognition CNN architecture LSTM 与 GRU：缓解长期依赖问题 concept diagram open educational resource | 深度学习 多模态AI 显微组织识别 LSTM 与 GRU：缓解长期依赖问题 教学示意图 | deep learning microstructure recognition CNN architecture concept diagram diagram,概念示意,schematic,LSTM 与 GRU：缓解长期依赖问题的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,51,序列模型的输入输出类型,yes,1,not_found,,,,,,,,,,,,,,,machine learning workflow feature engineering model training evaluation diagram deep learning microstructure recognition CNN architecture | 机器学习流程 特征工程 模型训练 评估 示意图 序列模型的输入输出类型 | SVM KNN deep learning microstructure recognition CNN architecture diagram,算法流程,flowchart,序列模型的输入输出类型的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,52,注意力机制：让模型选择重要位置,yes,1,not_found,,,,,,,,,,,,,,,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture | 神经网络 Transformer 注意力机制 CNN 架构图 注意力机制：让模型选择重要位置 | CNN RNN Transformer embedding deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,注意力机制：让模型选择重要位置的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,53,Self-Attention 公式,yes,1,not_found,,,,,,,,,,,,,,,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture | 神经网络 Transformer 注意力机制 CNN 架构图 Self-Attention 公式 | CNN RNN Transformer embedding deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,Self-Attention 公式的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,54,Transformer 与 RNN 的区别,yes,1,not_found,,,,,,,,,,,,,,,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture | 神经网络 Transformer 注意力机制 CNN 架构图 Transformer 与 RNN 的区别 | CNN RNN Transformer embedding deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,Transformer 与 RNN 的区别的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,55,位置编码：序列顺序从哪里来？,yes,1,not_found,,,,,,,,,,,,,,,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture | 神经网络 Transformer 注意力机制 CNN 架构图 位置编码：序列顺序从哪里来？ | CNN RNN Transformer embedding deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,位置编码：序列顺序从哪里来？的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,56,谱图也可以看作序列,yes,1,not_found,,,,,,,,,,,,,,,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture | 神经网络 Transformer 注意力机制 CNN 架构图 谱图也可以看作序列 | CNN RNN Transformer embedding deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,谱图也可以看作序列的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,57,工艺传感器数据的序列建模,yes,1,not_found,,,,,,,,,,,,,,,Bayesian optimization active learning loop acquisition function AI agent workflow deep learning microstructure recognition CNN architecture | 贝叶斯优化 主动学习 闭环 AI Agent 流程图 工艺传感器数据的序列建模 | AI Agent deep learning microstructure recognition CNN architecture diagram,算法流程,flowchart,工艺传感器数据的序列建模的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,58,Python示例：将谱图整理为序列输入,yes,1,not_found,,,,,,,,,,,,,,,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture | 神经网络 Transformer 注意力机制 CNN 架构图 Python示例：将谱图整理为序列输入 | CNN RNN Transformer embedding deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,Python示例：将谱图整理为序列输入的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,59,文本序列：材料文献中的信息抽取,yes,1,not_found,,,,,,,,,,,,,,,materials microstructure recognition microscopy image deep learning microstructure recognition CNN architecture | 材料显微组织识别 图像 文本序列：材料文献中的信息抽取 | microstructure SEM EBSD deep learning microstructure recognition CNN architecture diagram,材料组织,microscopy,文本序列：材料文献中的信息抽取的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,60,序列模型常见评价指标,yes,1,not_found,,,,,,,,,,,,,,,machine learning workflow feature engineering model training evaluation diagram deep learning microstructure recognition CNN architecture | 机器学习流程 特征工程 模型训练 评估 示意图 序列模型常见评价指标 | SVM KNN deep learning microstructure recognition CNN architecture diagram,算法流程,flowchart,序列模型常见评价指标的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,61,序列模型在材料场景中的风险,yes,1,not_found,,,,,,,,,,,,,,,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture | 神经网络 Transformer 注意力机制 CNN 架构图 序列模型在材料场景中的风险 | CNN RNN Transformer embedding deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,序列模型在材料场景中的风险的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,63,5.4 多模态 AI：文本、图像、谱图、结构数据融合 △★,yes,1,not_found,,,,,,,,,,,,,,,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture | 神经网络 Transformer 注意力机制 CNN 架构图 5.4 多模态 AI：文本、图像、谱图、结构数据融合 △★ | CNN RNN Transformer embedding deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,5.4 多模态 AI：文本、图像、谱图、结构数据融合 △★的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,64,5.4 的学习任务,yes,1,not_found,,,,,,,,,,,,,,,materials microstructure recognition microscopy image deep learning microstructure recognition CNN architecture | 材料显微组织识别 图像 5.4 的学习任务 | microstructure SEM EBSD deep learning microstructure recognition CNN architecture diagram,材料组织,microscopy,5.4 的学习任务的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,65,什么是多模态学习？,yes,1,not_found,,,,,,,,,,,,,,,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture | 神经网络 Transformer 注意力机制 CNN 架构图 什么是多模态学习？ | CNN RNN Transformer embedding deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,什么是多模态学习？的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,66,为什么材料科学需要多模态？,yes,1,not_found,,,,,,,,,,,,,,,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture | 神经网络 Transformer 注意力机制 CNN 架构图 为什么材料科学需要多模态？ | CNN RNN Transformer embedding deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,为什么材料科学需要多模态？的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,67,多模态融合的三种基本方式,yes,1,not_found,,,,,,,,,,,,,,,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture | 神经网络 Transformer 注意力机制 CNN 架构图 多模态融合的三种基本方式 | CNN RNN Transformer embedding deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,多模态融合的三种基本方式的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,69,中间融合：各模态先编码,yes,1,not_found,,,,,,,,,,,,,,,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture | 神经网络 Transformer 注意力机制 CNN 架构图 中间融合：各模态先编码 | CNN RNN Transformer embedding deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,中间融合：各模态先编码的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,70,后期融合：多个模型共同投票,yes,1,not_found,,,,,,,,,,,,,,,Bayes theorem diagram probability prior posterior likelihood deep learning microstructure recognition CNN architecture | 贝叶斯定理 先验 后验 概率图示 后期融合：多个模型共同投票 | Bayes deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,后期融合：多个模型共同投票的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,71,多模态对齐问题,yes,1,not_found,,,,,,,,,,,,,,,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture | 神经网络 Transformer 注意力机制 CNN 架构图 多模态对齐问题 | CNN RNN Transformer embedding deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,多模态对齐问题的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,72,嵌入表示：把不同模态放入统一空间,yes,1,not_found,,,,,,,,,,,,,,,deep learning microstructure recognition CNN architecture 嵌入表示：把不同模态放入统一空间 concept diagram open educational resource | 深度学习 多模态AI 显微组织识别 嵌入表示：把不同模态放入统一空间 教学示意图 | deep learning microstructure recognition CNN architecture concept diagram diagram,概念示意,schematic,嵌入表示：把不同模态放入统一空间的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,73,对比学习的基本思想,yes,1,not_found,,,,,,,,,,,,,,,deep learning microstructure recognition CNN architecture 对比学习的基本思想 concept diagram open educational resource | 深度学习 多模态AI 显微组织识别 对比学习的基本思想 教学示意图 | deep learning microstructure recognition CNN architecture concept diagram diagram,概念示意,schematic,对比学习的基本思想的教学示意图,右侧 35% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,74,多模态材料案例 1：图像 + 成分预测硬度,yes,1,not_found,,,,,,,,,,,,,,,materials microstructure recognition microscopy image deep learning microstructure recognition CNN architecture | 材料显微组织识别 图像 多模态材料案例 1：图像 + 成分预测硬度 | microstructure SEM EBSD deep learning microstructure recognition CNN architecture diagram,材料组织,microscopy,多模态材料案例 1：图像 + 成分预测硬度的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,75,多模态材料案例 2：文本 + 图像建立知识库,yes,1,not_found,,,,,,,,,,,,,,,retrieval augmented generation workflow vector database knowledge graph diagram deep learning microstructure recognition CNN architecture | 检索增强生成 RAG 向量数据库 知识图谱 流程图 多模态材料案例 2：文本 + 图像建立知识库 | RAG GraphRAG deep learning microstructure recognition CNN architecture diagram,数据流程,flowchart,多模态材料案例 2：文本 + 图像建立知识库的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,76,多模态材料案例 3：谱图 + 结构数据,yes,1,not_found,,,,,,,,,,,,,,,Bayes theorem diagram probability prior posterior likelihood deep learning microstructure recognition CNN architecture | 贝叶斯定理 先验 后验 概率图示 多模态材料案例 3：谱图 + 结构数据 | Bayes deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,多模态材料案例 3：谱图 + 结构数据的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,77,多模态融合中的缺失模态,yes,1,not_found,,,,,,,,,,,,,,,materials informatics CALPHAD phase diagram high-throughput materials design deep learning microstructure recognition CNN architecture | 材料信息学 CALPHAD 相图 高通量材料设计 多模态融合中的缺失模态 | CALPHAD Materials Project phase-field phase diagram DFT diagram,模拟结果,simulation,多模态融合中的缺失模态的教学示意图,右侧 40% 宽度,,no suitable Wikimedia Commons image found after 3 query attempts
ch05,第5章_深度学习多模态AI与显微组织识别_100页_Marp.md,78,Python示例：早期融合特征拼接,yes,1,not_found,,,,,,,,,,,,,,,neural network architecture Transformer attention mechanism CNN diagram deep learning microstructure recognition CNN architecture | 神经网络 Transformer 注意力机制 CNN 架构图 Python示例：早期融合特征拼接 | CNN RNN Transformer embedding deep learning microstructure recognition CNN architecture diagram,算法流程,algorithm_diagram,Python示例：早期融合特征拼接的教学示意图,底部横向流程图,,no suitable Wikimedia Commons image found after 3 query attempts
